                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.5538,                 3.9055,                 4.2254,                0.00267,                0.57143,                0.01225,                0.00255,                 3.8708,                   4.32,                 4.1589,                      0,                      0,                      0
